Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 11 [20000/49000 (41%)]	Train Loss: 1.842354	Val Loss: 1.858153	Val Acc: 37.400001525878906
Train Epoch: 11 [22500/49000 (46%)]	Train Loss: 1.686232	Val Loss: 1.839891	Val Acc: 38.599998474121094
Train Epoch: 11 [25000/49000 (51%)]	Train Loss: 1.746097	Val Loss: 1.833611	Val Acc: 38.599998474121094
Train Epoch: 11 [27500/49000 (56%)]	Train Loss: 1.866593	Val Loss: 1.851466	Val Acc: 39.20000076293945
Train Epoch: 11 [30000/49000 (61%)]	Train Loss: 1.721509	Val Loss: 1.865019	Val Acc: 38.599998474121094
Train Epoch: 11 [32500/49000 (66%)]	Train Loss: 1.867966	Val Loss: 1.848254	Val Acc: 37.5
Train Epoch: 11 [35000/49000 (71%)]	Train Loss: 1.671094	Val Loss: 1.857473	Val Acc: 37.70000076293945
Train Epoch: 11 [37500/49000 (77%)]	Train Loss: 1.714192	Val Loss: 1.838786	Val Acc: 37.29999923706055
Train Epoch: 11 [40000/49000 (82%)]	Train Loss: 1.543772	Val Loss: 1.828263	Val Acc: 38.599998474121094
Train Epoch: 11 [42500/49000 (87%)]	Train Loss: 1.673852	Val Loss: 1.831476	Val Acc: 38.599998474121094
Train Epoch: 11 [45000/49000 (92%)]	Train Loss: 1.626897	Val Loss: 1.832617	Val Acc: 37.400001525878906
Train Epoch: 11 [47500/49000 (97%)]	Train Loss: 1.691305	Val Loss: 1.840261	Val Acc: 39.5
Train Epoch: 12 [0/49000 (0%)]	Train Loss: 1.777405	Val Loss: 1.846548	Val Acc: 38.400001525878906
Train Epoch: 12 [2500/49000 (5%)]	Train Loss: 1.795320	Val Loss: 1.855996	Val Acc: 36.70000076293945
Train Epoch: 12 [5000/49000 (10%)]	Train Loss: 1.768662	Val Loss: 1.828801	Val Acc: 37.20000076293945
Train Epoch: 12 [7500/49000 (15%)]	Train Loss: 1.730215	Val Loss: 1.842597	Val Acc: 38.79999923706055
Train Epoch: 12 [10000/49000 (20%)]	Train Loss: 1.687468	Val Loss: 1.839427	Val Acc: 37.900001525878906
